122071	823975	4608155	43365480
122070	610351	4241943	39703366
122071	16784669	20812989	124664306
122070	793457	4669190	38238527
122070	671388	4272462	65551759
122071	915528	5767823	40252687
183106	854493	4730225	40740967
122070	16815187	20202638	124206544
152588	579834	4089355	39428711
122070	793457	4699707	67749022
152588	823975	4333496	41290282
122071	518799	4058839	40374755
122071	16998291	20935060	121612547
122071	793457	4425050	38299563
122070	640869	4180909	62316892
152588	762940	4547119	39520263
152588	640869	5218507	41290282
152587	16815185	20355225	125762939
122070	549317	3997803	38848877
122071	671387	4486084	65063478
122070	549316	4394532	38757323
122070	854492	4638673	40649414
122071	610352	20660401	127166749
152588	640869	4882813	38726806
122070	610352	4608155	65917970
152588	732422	4425049	39642336
122070	732422	4760743	41381837
122070	732421	20690918	120605468
152588	793457	4241943	38787840
152588	854492	4425048	67504882
122071	823975	4516602	39245604
122071	854493	4852296	40039062
152588	732422	21636964	189636232
152588	640869	4150390	40527343
122070	732422	4425050	66528321
122071	732422	4455567	39367675
122070	823974	4638671	40954588
152588	16876221	20568847	123718262
122070	732421	4455566	39215086
122070	854492	4608154	72967531
122070	671386	4211425	40985105
213623	854492	6225587	43701172
122070	16845703	20660400	119628906
122071	610352	5187989	40802001
152587	854492	5035400	56854249
152588	701904	4516601	42572023
152588	885011	4577638	40435793
122070	16967774	20721436	126159669
152588	854492	5187988	40313719
122070	793457	4455566	66314696
152587	854492	4821778	39886476
91553	518799	4241943	39978026
122070	17059327	20721436	118896484
122070	579834	4058839	39733888
122070	671387	4394531	66558839
152588	854492	4760742	41931151
122070	915527	4730224	41229246
122070	17120362	20751954	129852296
122070	823974	4455567	38665773
122070	640869	4364013	56243897
152588	854492	4699707	40161135
122070	793457	4455567	42968752
152588	17517091	20996094	126708985
122071	823975	4333496	38818361
122071	823975	4516603	67443851
122070	640869	4455566	39245604
122071	762940	4760742	40557863
122070	19531251	23315430	120117188
152588	701905	4302979	41168213
152588	793457	4913330	70739746
152588	823975	4547119	41687011
122070	610351	4486084	41198732
122070	16967772	20751952	121368409
122070	915527	4638672	38879395
122070	640869	4425049	66802978
152588	701904	4699708	40771486
152588	823974	4516601	39886473
122070	16967772	20782469	127563476
152587	610351	4425048	39550780
152587	823974	4577636	57312010
122070	823975	4699707	39733888
122070	671388	4364014	39733888
122070	16784669	20599366	127166748
152588	549316	4669190	41198729
122070	823974	4394530	64880369
122071	823975	4547119	40130617
152588	701905	4882813	42358401
152588	16876222	20416261	124816895
152588	823975	5615234	41107180
152588	823974	4455567	68359374
122070	762940	4333496	39855959
122071	854494	5737306	48461916
122071	793457	20599366	118560790
122070	549317	4211426	39947511
122070	579834	4760743	66223145
122071	854493	4882814	40832521
152588	793457	4394531	39306640
122070	793456	20721436	119293214
122070	915528	4486085	46112060
122071	854493	4699707	58502199
122070	579834	4455566	39520261
122070	610351	4364014	42327882
122070	549316	20629883	123535156
122070	793457	4882812	39428712
152588	793457	5126954	60943605
152588	823975	4608154	43823242
152588	732422	4119873	41595458
122070	17028809	20721436	118530274
152588	701905	4180909	41076660
122070	793457	4760743	67932130
152588	854492	4821778	42602537
122071	610352	4302979	40222169
122071	16998290	20599364	129943847
122070	823975	4333496	40679929
122070	793457	4882812	66741944
152588	640869	5126954	42297362
122070	671387	4180908	40740968
122070	17028809	30975343	125152589
152588	823974	4486084	40740968
122071	885010	5126953	56243895
122070	793457	4943848	48156740
152588	549317	4486084	41503906
122070	16967773	20538329	117034910
122070	610351	4608155	39215089
152588	854493	4699708	57098387
122070	793457	4486084	38940431
122070	823974	4516602	41931154
122071	16937256	21240235	120666505
122071	823975	4455566	47424315
152588	854493	5065918	72845462
122071	579834	4333496	39550782
122070	640869	4791260	44403078
152588	17089845	21728517	127410889
152588	732422	5249024	41473390
122071	579834	4364014	55908204
122070	762939	4486084	39031984
152588	732422	4699708	47088625
122070	17059326	21270752	123748781
122070	823974	5432129	40435791
122071	823975	4852295	64849854
152588	793457	4913330	39459230
152588	640869	4730225	42327879
122071	16998292	22247316	121246340
122071	823975	4516601	39154054
152588	823975	10070801	73181151
122070	915527	4852294	48431397
122070	579834	4058837	41931152
122071	16815185	22125244	120941162
122070	701904	4669190	39703370
122070	640870	4730225	56213381
152588	579834	4486084	39398192
122070	854492	4760743	41320802
122070	18096925	21728516	129302977
122070	793457	4547119	39093017
122071	854493	4516602	56243897
122070	823974	4486084	39642335
152588	823974	4455567	40466310
122070	16784668	20568847	122741698
122070	793457	4272461	38940431
152588	671387	4852294	70922850
122070	701904	4913329	41015625
122071	946046	5523682	42724608
152588	17913819	22216798	122100829
122070	549316	3723144	33111570
152588	640869	4486084	56427004
122070	671386	4699707	39398194
152588	823974	4791260	40039064
152588	762939	21545411	131866456
122070	823974	4852294	40435789
122071	793457	4974366	67352294
122071	793457	4577638	39916994
122071	793457	4760742	40283205
152588	16815187	20751954	122650147
122070	701904	4394531	39581298
122070	793457	4577636	66040039
152588	854492	4852296	39733887
122070	915528	4608155	46813967
122070	762939	21240233	124389647
152588	854493	4669191	39825441
122070	793457	4394531	55969237
122070	823974	4486084	39367677
152588	610351	4577637	39947510
122070	16662597	30883789	124145507
152588	549316	4211425	46752930
152588	823974	6042481	60211181
122070	640869	4425048	39062500
122070	854492	5065918	42114259
122070	16845703	20996094	123962402
122070	915528	4760743	39062498
122071	701905	4272461	67443846
122070	701904	3570556	32043457
152588	762940	7690429	46661378
152587	16937255	21728516	122650147
122070	640869	4241944	38726806
152588	823975	4760742	57281496
152588	885010	5249023	43701173
152588	610351	4272462	39245607
122071	16937256	20751954	132965089
122071	1068116	5371095	42297366
152588	823975	5249024	67260742
122071	823975	4669191	40557863
122070	671387	4638672	40740968
122070	16815186	20416260	128173827
122070	762939	5218506	39825439
152588	915529	4730226	55999759
152588	610351	4180908	38940431
122071	549317	4364014	42297364
122070	16876221	31066895	119934082
122070	732421	4180908	39093016
152588	854492	4760743	66406252
152588	854492	5035401	39367675
122070	671387	5371094	43457033
152588	16967775	21331788	127624514
122070	823974	4455567	39520262
152588	671387	4669189	71166994
152588	701904	4943848	40893554
122070	579834	4180908	40222167
122070	16998292	20446778	123474122
122070	823974	4364013	39825440
122070	793457	5157470	68695066
122070	854492	4913331	39886476
122070	701904	4302978	39581300
183105	16906739	20843506	122100830
152588	885011	4577637	40771483
122070	793456	4486084	66070556
152588	854493	4974366	39245607
122070	610351	4425049	48522951
122070	16998291	30792237	126251221
122071	823975	4455568	39276122
122071	610352	4241943	56457519
122071	549317	4241944	39611818
122070	793457	4638672	40283204
122070	16815185	30853272	128295899
152588	854492	5432129	41381838
122070	640869	6072998	60272215
152587	854492	4516601	39184568
152588	610352	4119874	39672853
122070	793457	20874023	118408203
152588	823974	4455566	39093018
122071	610352	4638673	68634031
122070	762939	4333495	41015626
122070	701904	4180908	41534425
152588	16815187	20935060	125793457
122070	823974	4455566	38665773
122070	732422	4516602	62042234
152588	854492	4577636	39001466
122070	885009	4730224	40435792
152588	732422	39001466	134338381
122070	793457	5249024	41290285
152588	885010	4516602	58288574
152587	854492	4486083	40679933
122070	793457	5828858	42022707
122071	17028810	20568849	117950441
122070	762939	4364014	40161134
152588	823974	5126953	57861325
152588	610352	4180908	40924072
122071	610352	4699707	41412354
122071	16815185	20996093	119750975
122071	823975	4577637	39550781
122071	823975	4913331	66619872
152588	793457	5096435	39978027
122071	823975	5004883	40649416
152588	16998291	20904541	127319335
122070	579833	4272461	41625978
152588	823975	5340576	69824219
122070	823974	4455566	38635255
122070	610351	4852295	41656493
122071	17120363	20965577	119689942
152587	823974	4486084	40069581
152588	915528	4882813	65826419
122070	579834	4333496	40893555
122070	793457	4455566	41290284
122071	16906740	30883790	124145508
122071	762940	4302979	38696291
122071	854493	4516603	58654788
122070	762940	4699707	41687013
152588	732422	4699708	41442871
152588	17211915	20904542	118927004
122071	946046	4669190	39947511
152588	579834	4272461	56854245
152588	579834	4730224	40313720
152588	823975	4455567	40222170
122070	16784668	21423340	121185304
122070	579834	4089355	38391113
122070	793457	4577636	60180664
152588	854492	4760742	39184572
152588	640869	5157471	40313722
122071	16693116	21179200	130065919
152588	610352	4211426	39215090
122071	793457	5737306	57617187
244141	976563	4577637	49285889
122070	579834	4638672	41839597
122071	16845704	20935060	122558595
152588	701904	4669189	39184571
305176	885010	4394531	56579591
152588	579834	5859374	40344239
